gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
CPT1C	1716449	192	41	119172522	35598066	0	96	37	0	0	37	35598066	9.999999e-01	1
LYG2	473611	633	32	32648868	8411445	0	19	10	0	0	10	8411445	9.999999e-01	1
CSAG2	NaN	NaN	NaN	37965732	10633728	0	1	1	0	1	14	33811932	9.999999e-01	1
IL1RL2	238921	541	8	87499797	22908207	0	78	26	0	0	26	22908207	9.999999e-01	1
SIPA1L3	688670	605	-17	258200208	79628346	0	241	82	0	2	137	126940128	9.999999e-01	1
BTNL2	1582117	580	27	67374636	19107480	0	48	22	0	0	22	19107480	9.999999e-01	1
BIN1	324544	324	17	92899737	25670484	0	55	26	0	0	26	25670484	9.999999e-01	1
ATP2A2	969445	178	26	156203649	44487198	0	78	30	0	6	312	387217236	9.999999e-01	1
CLDN9	1443513	234	49	29616594	11132184	0	22	17	0	0	17	11132184	9.999999e-01	1
LGALS9C	928601	254	0	54435549	14912142	0	22	11	0	0	11	14912142	9.999999e-01	1
WDR90	1161748	194	36	256517919	80500644	0	164	65	0	4	111	146089146	9.999999e-01	1
CD300LF	NaN	NaN	NaN	43573362	12378324	0	29	15	0	0	15	12378324	9.999999e-01	1
CLPTM1	1003719	196	6	100480422	28121226	0	60	24	0	9	112	116908701	9.999999e-01	1
CAMKK1	505430	215	30	82432161	23365125	0	41	18	0	0	18	23365125	9.999999e-01	1
ARSF	217524	NaN	-11	88164405	24798186	0	88	32	0	2	78	59710875	9.999999e-01	1
B4GALT1	901836	181	28	57987048	17840571	0	20	17	0	1	32	42742602	9.999999e-01	1
LRRTM1	10982	1577	-18	74830707	23178204	0	133	53	0	1	92	41454924	9.999999e-01	1
PCDH9	19605	831	-11	180233382	51922500	0	222	74	0	0	74	51922500	9.999999e-01	1
KLK10	490795	632	22	40354167	12856011	0	32	18	0	0	18	12856011	9.999999e-01	1
RHOBTB1	99491	403	-13	104530377	27996612	0	68	27	0	9	336	315086499	9.999999e-01	1
FXN	196497	491	27	34663461	8515290	0	4	4	0	9	86	113814120	9.999999e-01	1
FEN1	1239228	212	59	55473999	15992130	0	13	10	0	9	177	263890914	9.999999e-01	1
DEXI	339622	430	41	13354467	4589949	0	5	7	0	0	7	4589949	9.999999e-01	1
STIM2	116073	934	37	115974096	30821196	0	45	20	0	1	32	45276420	9.999999e-01	1
DEFB110	70183	1258	-7	17985954	3447654	0	6	4	0	2	11	8660673	9.999999e-01	1
PIK3R5	359348	636	10	129411639	39751866	0	111	49	0	3	96	80043726	9.999999e-01	1
PPP2R5D	1200368	259	40	92276667	24299730	0	56	22	0	0	22	24299730	9.999999e-01	1
IFRD2	843769	206	51	73792257	23842812	0	40	30	0	2	47	42929523	9.999999e-01	1
GDF1	NaN	NaN	NaN	50260980	19834395	0	2	5	0	1	18	43012599	9.999999e-01	1
MYLK3	443420	253	-10	120335586	35930370	0	94	35	0	0	35	35930370	9.999999e-01	1
TGFBI	337362	298	32	101601948	30239664	0	82	38	0	1	50	44383353	9.999999e-01	1
LRTOMT	731498	267	60	70510755	22513596	0	8	7	0	6	29	73252263	9.999999e-01	1
RAPGEF1	629872	355	32	164760477	46584867	0	95	42	0	1	70	87790563	9.999999e-01	1
ZNF331	605686	808	-54	70697676	16781352	0	4	2	0	1	9	31340421	9.999999e-01	1
MAG	767180	472	8	92941275	28931217	0	78	37	0	2	55	48142542	9.999999e-01	1
SERPINA5	316239	858	10	60167793	16905966	0	62	25	0	2	88	52774029	9.999999e-01	1
PLD5	75320	854	-18	68475393	16947504	0	86	28	0	0	28	16947504	9.999999e-01	1
FOXH1	1899637	200	22	51278661	17632881	0	23	14	0	1	51	48765612	9.999999e-01	1
MPND	2122615	220	27	75142242	21932064	0	25	13	0	4	195	262499391	9.999999e-01	1
CNRIP1	204433	586	15	27332004	7684530	0	16	10	0	0	10	7684530	9.999999e-01	1
TAAR8	178165	618	22	49617141	14372148	0	37	18	0	1	41	28931217	9.999999e-01	1
PROC	443349	175	30	69970761	18380565	0	49	19	0	2	31	28162764	9.999999e-01	1
PTBP1	2041736	198	25	83657532	24133578	0	56	25	0	1	41	42638757	9.999999e-01	1
KCNIP4	35439	1264	3	45920259	10966032	0	40	12	0	1	27	18525948	9.999999e-01	1
POM121C	806294	337	66	139796139	47623317	0	66	33	0	2	68	91985901	9.999999e-01	1
MAGI1	74202	843	-10	229663602	63740061	0	143	56	0	0	56	63740061	9.999999e-01	1
TRIM52	1034999	415	35	45089499	10862187	0	22	13	0	0	13	10862187	9.999999e-01	1
TSPO	624112	241	48	31797339	5711475	0	4	5	0	5	64	86232888	9.999999e-01	1
SLCO5A1	145499	674	16	124427079	36262674	0	153	57	0	0	57	36262674	9.999999e-01	1
PTCHD3	345745	581	2	111903372	32399640	0	171	67	0	0	67	32399640	9.999999e-01	1
CHRM2	72122	1001	-25	68039244	19502091	0	139	50	0	0	50	19502091	9.999999e-01	1
DHX35	262965	581	31	107334192	29616594	0	67	28	0	1	42	43282596	9.999999e-01	1
PCDHGA4	NaN	NaN	NaN	133939281	43635669	0	127	52	0	0	52	43635669	9.999999e-01	1
RALYL	28254	1435	-22	46813326	12191403	0	75	27	0	0	27	12191403	9.999999e-01	1
FER1L6	453048	561	15	283143777	74124561	0	272	85	0	3	130	121228653	9.999999e-01	1
KRTAP1-3	977588	404	10	24985107	6542235	0	39	19	0	0	19	6542235	9.999999e-01	1
PGLYRP2	524410	481	33	81144483	27830460	0	73	38	0	0	38	27830460	9.999999e-01	1
KIR2DL4	987531	620	-23	56740908	15722133	0	44	21	0	1	42	28308147	9.999999e-01	1
VPS41	139398	862	3	135393111	31527342	0	95	29	0	3	74	76907607	9.999999e-01	1
COG8	1202748	125	20	87998253	28079688	0	36	24	0	1	27	35805756	9.999999e-01	1
ZNF512B	1154675	189	42	131530077	39378024	0	80	35	0	0	35	39378024	9.999999e-01	1
FKBP15	448462	456	9	183618729	51154047	0	89	34	0	5	96	125548605	9.999999e-01	1
ZNF366	447936	344	28	110615694	29637363	0	113	39	0	0	39	29637363	9.999999e-01	1
EPHA10	445060	375	30	147646821	47311782	0	145	58	0	2	70	57093981	9.999999e-01	1
SEPN1	746382	372	24	87769794	25815867	0	41	20	0	0	20	25815867	1.000000e+00	1
TCF19	3364017	401	19	48910995	16262127	0	16	14	0	0	14	16262127	1.000000e+00	1
ADAMTS15	686411	396	0	136286178	43220289	0	82	37	0	0	37	43220289	1.000000e+00	1
TSLP	205349	738	6	24278961	6376083	0	12	8	0	0	8	6376083	1.000000e+00	1
HRH3	861466	288	-13	62618535	21246687	0	32	14	0	2	50	50551746	1.000000e+00	1
NKPD1	1230654	243	41	117677154	38775723	0	28	19	0	2	26	57363978	1.000000e+00	1
SLC13A3	293732	642	28	88745937	27082776	0	89	45	0	3	81	57218595	1.000000e+00	1
MAK	263773	468	14	95225865	24403575	0	50	19	0	10	153	169391964	1.000000e+00	1
TUBA3E	349797	593	22	66149265	19398246	0	58	25	0	0	25	19398246	1.000000e+00	1
UBASH3A	366755	400	71	99732738	27622770	0	82	30	0	0	30	27622770	1.000000e+00	1
ABCC11	216539	578	-22	206900778	58838577	0	171	63	0	5	240	232529724	1.000000e+00	1
PXDN	55677	536	-18	218365266	63885444	0	256	98	0	1	151	108019569	1.000000e+00	1
GRIP1	228672	944	-6	161167440	45878721	0	115	40	0	4	144	145673766	1.000000e+00	1
CHFR	944795	674	10	105402675	29180445	0	56	26	0	0	26	29180445	1.000000e+00	1
SLC22A12	1970283	411	54	79566039	26480475	0	53	37	0	6	238	214169928	1.000000e+00	1
LTBR	2686552	198	48	64653897	19086711	0	22	11	0	2	74	82473699	1.000000e+00	1
SLCO6A1	132386	647	-12	107998800	29824284	0	174	52	0	1	63	34165005	1.000000e+00	1
EXOC5	176601	944	13	110532618	26231247	0	32	15	0	14	203	303289707	1.000000e+00	1
TCERG1	377370	463	14	165757389	45027192	0	109	48	0	0	48	45027192	1.000000e+00	1
LRP1B	8988	1120	-11	711815937	170451183	0	1250	282	0	1	321	188727903	1.000000e+00	1
VRK3	1661159	187	40	72463041	19502091	0	48	21	0	0	21	19502091	1.000000e+00	1
SERINC1	140855	973	-19	68849235	18380565	0	39	18	0	0	18	18380565	1.000000e+00	1
ADAMTSL2	1869593	315	35	142849182	39336486	0	52	22	0	2	51	81892167	1.000000e+00	1
ZNF592	344313	214	42	184968714	54040938	0	93	35	0	0	35	54040938	1.000000e+00	1
DUSP27	287664	611	-1	170305800	47332551	0	219	72	0	3	143	98071218	1.000000e+00	1
DYNC1LI2	804191	145	10	74581479	20685924	0	25	11	0	2	66	83366766	1.000000e+00	1
ZNF79	742340	209	43	75100704	19169787	0	36	18	0	2	126	140730744	1.000000e+00	1
LASS1	1346431	176	24	51631734	15722133	0	2	5	0	10	105	227358243	1.000000e+00	1
RPL22L1	211469	610	16	19356708	4506873	0	8	5	0	0	5	4506873	1.000000e+00	1
FAM59A	268182	781	-5	127376277	37737273	0	93	37	0	0	37	37737273	1.000000e+00	1
LRPAP1	475773	609	54	53999400	14787528	0	26	13	0	0	13	14787528	1.000000e+00	1
CMC1	84882	793	10	17009811	3738420	0	5	4	0	0	4	3738420	1.000000e+00	1
FAM189A1	NaN	NaN	NaN	78091440	25338180	0	26	16	0	2	57	75308394	1.000000e+00	1
SLC44A5	178229	935	-21	117303312	29803515	0	131	44	0	2	111	75786081	1.000000e+00	1
TTC7A	785914	242	38	129058566	36241905	0	55	26	0	3	76	115226412	1.000000e+00	1
WFS1	418118	599	48	129245487	39232641	0	84	43	0	1	63	69866916	1.000000e+00	1
FAM188B	410182	538	21	113751813	32295795	0	69	26	0	0	26	32295795	1.000000e+00	1
TCTN2	871640	315	40	106025745	28681989	0	51	18	0	3	44	62244693	1.000000e+00	1
ATPAF1	612038	266	23	49471758	14019075	0	18	10	0	0	10	14019075	1.000000e+00	1
CLRN3	434702	806	-25	33479628	9449895	0	28	14	0	0	14	9449895	1.000000e+00	1
MEX3B	229948	844	-8	79607577	27186621	0	48	25	0	0	25	27186621	1.000000e+00	1
GPX6	255783	592	26	33811932	8806056	0	44	19	0	0	19	8806056	1.000000e+00	1
SALL1	332955	935	-42	191116338	57177057	0	324	105	0	0	105	57177057	1.000000e+00	1
MAGI2	17425	1055	-24	215146071	62244693	0	230	74	0	0	74	62244693	1.000000e+00	1
CTSG	897577	582	3	37384200	11589102	0	52	27	0	0	27	11589102	1.000000e+00	1
TRIM43	394116	611	16	68433855	16615200	0	23	9	0	2	32	43760283	1.000000e+00	1
ZSWIM3	734138	136	53	101871945	28661220	0	81	29	0	2	47	43573362	1.000000e+00	1
GLT25D1	961640	206	42	91736673	27581232	0	56	25	0	2	71	74851476	1.000000e+00	1
VSTM2B	NaN	NaN	NaN	40561857	13894461	0	35	21	0	0	21	13894461	1.000000e+00	1
IFT122	848687	163	58	197679342	51797886	0	132	53	0	3	101	119006370	1.000000e+00	1
LRP2BP	224125	422	25	53417868	13375236	0	31	14	0	0	14	13375236	1.000000e+00	1
OR2Z1	536422	487	-47	44279508	14538300	0	69	27	0	1	77	34601154	1.000000e+00	1
ART3	507519	322	41	61019322	14621376	0	19	9	0	0	9	14621376	1.000000e+00	1
TRIB2	49360	996	-2	50281749	14517531	0	27	21	0	12	323	266570115	1.000000e+00	1
NDUFB11	819569	NaN	38	24362037	7040691	0	11	9	0	0	9	7040691	1.000000e+00	1
MOS	344171	552	20	48412539	16386741	0	56	29	0	0	29	16386741	1.000000e+00	1
MYO9B	945446	330	36	321254892	92588202	0	162	57	0	1	67	111384147	1.000000e+00	1
SERPINB12	190401	339	20	61829313	15431367	0	35	17	0	1	33	30592737	1.000000e+00	1
FGD3	478130	463	43	108476487	31215807	0	73	31	0	0	31	31215807	1.000000e+00	1
GDF7	580167	278	28	61767006	22908207	0	29	21	0	1	41	39959556	1.000000e+00	1
XPO6	879658	233	39	169412733	46792557	0	80	40	0	14	236	321400275	1.000000e+00	1
C20orf195	1262904	298	54	45338727	14662914	0	21	18	0	10	168	151676007	1.000000e+00	1
ZNF618	354541	591	-3	129598560	34891920	0	81	32	0	0	32	34891920	1.000000e+00	1
GIMAP4	563029	671	24	49077147	13105239	0	55	23	0	1	40	24528189	1.000000e+00	1
GPD1L	466186	403	6	52794798	14745990	0	24	14	0	1	14	18048261	1.000000e+00	1
CHST4	443039	600	18	56304759	16282896	0	56	23	0	0	23	16282896	1.000000e+00	1
VAV2	674833	504	29	137407704	34248081	0	62	21	0	4	74	103678848	1.000000e+00	1
YJEFN3	868278	284	7	43490286	14330610	0	21	15	0	3	101	88372095	1.000000e+00	1
TRPV1	472939	354	9	109535706	30841965	0	70	30	0	0	30	30841965	1.000000e+00	1
C9orf5	337902	387	13	129079335	39772635	0	49	22	0	2	47	73127649	1.000000e+00	1
PCDHB11	915569	724	-11	113066436	36096522	0	154	59	0	0	59	36096522	1.000000e+00	1
SYNGR2	527017	217	27	33230400	9699123	0	20	12	0	0	12	9699123	1.000000e+00	1
USP50	325027	203	27	51174816	12939087	0	23	12	0	0	12	12939087	1.000000e+00	1
SLC15A1	334185	409	41	109618782	28515837	0	74	27	0	0	27	28515837	1.000000e+00	1
DTWD2	305376	554	8	44591043	12669090	0	17	11	0	0	11	12669090	1.000000e+00	1
FUT1	1635420	190	44	51964038	16698276	0	39	28	0	2	60	41039544	1.000000e+00	1
C19orf52	2009333	193	41	36719592	12440631	0	8	7	0	7	170	208333839	1.000000e+00	1
MMP25	1534969	234	46	81601401	25878174	0	43	21	0	0	21	25878174	1.000000e+00	1
KRT31	1321356	424	-6	61642392	17923647	0	72	28	0	0	28	17923647	1.000000e+00	1
C7orf26	NaN	NaN	NaN	65318505	20042085	0	28	21	0	2	62	70012299	1.000000e+00	1
TM9SF4	1055549	262	36	98569674	25857405	0	80	33	0	0	33	25857405	1.000000e+00	1
CGB8	2070141	200	35	23593584	8058372	0	1	8	0	3	25	31838877	1.000000e+00	1
SLC4A11	1086365	338	49	142703799	42285684	0	97	48	0	3	114	110761077	1.000000e+00	1
JMJD5	227767	448	27	67603095	19190556	0	32	14	0	1	26	29284290	1.000000e+00	1
GLIS1	598664	391	27	89285931	28785834	0	78	34	0	0	34	28785834	1.000000e+00	1
ZC3H7A	585294	214	41	150409098	36511902	0	62	27	0	11	123	189517125	1.000000e+00	1
FLRT2	18925	671	-45	94852023	28702758	0	196	68	0	0	68	28702758	1.000000e+00	1
TNNI1	857879	209	26	28827372	8058372	0	17	10	0	0	10	8058372	1.000000e+00	1
ZNF808	546511	1005	-53	135850029	33874239	0	83	29	0	1	44	54227859	1.000000e+00	1
F11	364737	606	-12	95765859	24673572	0	56	16	0	4	60	68309241	1.000000e+00	1
DCHS2	63258	1024	3	532891002	157159023	0	431	133	0	3	166	193774770	1.000000e+00	1
CLEC16A	378690	430	37	158425932	44071818	0	87	38	0	2	64	86191350	1.000000e+00	1
KCNQ1	812471	589	39	99691200	31028886	0	63	30	0	0	30	31028886	1.000000e+00	1
RECQL4	1755818	291	7	175020363	56138607	0	97	45	0	2	76	102536553	1.000000e+00	1
C17orf46	789809	207	23	56948598	16262127	0	34	18	0	0	18	16262127	1.000000e+00	1
KIAA1530	1018381	507	41	105818055	30135819	0	64	25	0	0	25	30135819	1.000000e+00	1
GLMN	377839	559	-1	93772035	21932064	0	23	10	0	11	160	252800268	1.000000e+00	1
GRIN2C	1027517	320	20	176204196	57447054	0	78	38	0	0	38	57447054	1.000000e+00	1
UNC5B	608276	559	34	139048455	41766459	0	119	48	0	0	48	41766459	1.000000e+00	1
SNTB2	1187512	NaN	32	77738367	25005876	0	22	16	0	2	49	75204549	1.000000e+00	1
ADAM28	55817	565	5	124489386	29533518	0	125	50	0	1	91	62909301	1.000000e+00	1
GIMAP1	734961	689	14	43677207	14205996	0	60	35	0	1	53	26958162	1.000000e+00	1
B4GALT7	1316033	475	42	48350232	14330610	0	21	16	0	1	24	24362037	1.000000e+00	1
PITPNM1	1392213	215	53	182144130	56304759	0	111	45	0	1	56	70033068	1.000000e+00	1
THOC3	537044	631	37	52960950	14081382	0	7	9	0	2	28	53168640	1.000000e+00	1
KIAA1257	1149132	379	52	62639304	15742902	0	36	14	0	0	14	15742902	1.000000e+00	1
GCNT3	521844	172	33	64903125	17404422	0	42	20	0	0	20	17404422	1.000000e+00	1
FBXL18	1906749	195	34	102121173	33396552	0	63	36	0	4	94	99109668	1.000000e+00	1
NBPF4	NaN	NaN	NaN	97406610	25525101	0	20	9	0	1	22	48703305	1.000000e+00	1
HCN4	314300	642	16	169703499	57093981	0	154	61	0	0	61	57093981	1.000000e+00	1
OR2A25	222080	812	-11	44362584	13707540	0	68	30	0	5	190	82058319	1.000000e+00	1
MARCH9	1160849	344	39	49347144	16262127	0	16	13	0	0	13	16262127	1.000000e+00	1
GFRA4	942842	353	32	43926435	13146777	0	11	11	0	13	289	336623952	1.000000e+00	1
IL2RB	668971	289	53	80916024	24507420	0	60	29	0	1	43	36138060	1.000000e+00	1
POLR3A	362530	184	31	209974590	57509361	0	95	39	0	1	42	70012299	1.000000e+00	1
FAP	70846	615	5	119733285	28744296	0	95	33	0	4	112	98382753	1.000000e+00	1
IL18BP	747702	311	59	31568880	8307600	0	18	10	0	0	10	8307600	1.000000e+00	1
MPV17L	545296	212	36	30530430	7040691	0	7	5	0	0	5	7040691	1.000000e+00	1
NMU	247026	456	28	27685077	7269150	0	17	12	0	1	34	20935152	1.000000e+00	1
MRPL53	1069803	343	45	16428279	5192250	0	13	11	0	0	11	5192250	1.000000e+00	1
SFXN2	878626	180	27	49762524	13354467	0	33	15	0	0	15	13354467	1.000000e+00	1
OR13G1	191710	995	-32	44466429	13105239	0	74	31	0	1	66	27103545	1.000000e+00	1
DGKH	191275	407	57	186526389	49056378	0	87	32	0	5	104	150990630	1.000000e+00	1
VARS2	2223866	223	25	162621270	49471758	0	72	38	0	1	63	91072065	1.000000e+00	1
T	141864	323	-23	64633128	18609024	0	77	36	0	1	48	28017381	1.000000e+00	1
EXTL2	193606	859	-3	49804062	13063701	0	28	11	0	1	34	30696582	1.000000e+00	1
PLIN5	2111443	278	43	67021563	21454377	0	33	16	0	1	37	38152653	1.000000e+00	1
SFTPA1	478276	NaN	11	39564945	11215260	0	29	18	0	1	32	22181292	1.000000e+00	1
PPT1	873408	387	23	47083323	12295248	0	16	9	0	0	9	12295248	1.000000e+00	1
SIT1	1202125	248	37	28806603	9138360	0	15	11	0	0	11	9138360	1.000000e+00	1
TSPAN14	308181	588	-12	41621076	11028339	0	16	13	0	4	69	71860740	1.000000e+00	1
GRK7	426724	406	30	81497556	22804362	0	77	30	0	2	42	32586561	1.000000e+00	1
KDM4C	153801	838	14	173608071	43905666	0	98	33	0	1	47	58194738	1.000000e+00	1
SKA2	843250	507	9	26252016	5399940	0	4	3	0	8	177	191282490	1.000000e+00	1
PITPNA	1362942	220	31	43386441	10010658	0	19	9	0	1	40	41143389	1.000000e+00	1
CCDC37	295496	600	35	94332798	24050502	0	66	24	0	0	24	24050502	1.000000e+00	1
NPY2R	49938	944	-5	55162464	16490586	0	94	37	0	0	37	16490586	1.000000e+00	1
MSN	325257	NaN	47	88932858	22098216	0	62	27	0	0	27	22098216	1.000000e+00	1
OR5M11	NaN	NaN	NaN	43843359	13292160	0	71	30	0	0	30	13292160	1.000000e+00	1
RPS6KA2	235623	646	9	117822537	32399640	0	106	44	0	5	98	84841365	1.000000e+00	1
CRIP2	689089	298	41	32358102	8577597	0	8	6	0	0	6	8577597	1.000000e+00	1
RGS19	1032302	312	51	32939634	9055284	0	20	9	0	1	36	25275873	1.000000e+00	1
HTR1E	169399	752	-17	52649415	15763671	0	72	32	0	3	66	32067336	1.000000e+00	1
DAPK3	2173603	207	30	67395405	19522860	0	41	24	0	3	136	120917118	1.000000e+00	1
ZNF213	1626425	234	44	66834642	20145930	0	32	20	0	3	85	84135219	1.000000e+00	1
ACTRT2	308009	634	19	54165552	16615200	0	73	31	0	0	31	16615200	1.000000e+00	1
ABCA12	526764	857	9	394486386	105527289	0	347	98	0	0	98	105527289	1.000000e+00	1
PSCA	384374	412	23	17175963	4943022	0	13	12	0	0	12	4943022	1.000000e+00	1
CDHR1	216191	860	-17	136556175	40644933	0	105	37	0	2	70	68932311	1.000000e+00	1
ZNF442	1744621	671	-8	95537400	22845900	0	73	23	0	1	44	39855711	1.000000e+00	1
VPS13B	209453	862	27	612103968	166920453	0	394	122	0	10	259	345097704	1.000000e+00	1
BCL11A	151287	732	7	128435496	35058072	0	161	50	0	0	50	35058072	1.000000e+00	1
RAB38	149319	616	-15	31818108	8432214	0	19	12	0	1	87	58838577	1.000000e+00	1
OR2A42	199649	767	-2	43781052	14226765	0	7	9	0	0	9	14226765	1.000000e+00	1
RSL24D1	195231	721	-36	26542782	5358402	0	9	2	0	1	145	115392564	1.000000e+00	1
SLC6A20	286183	385	43	87915177	25421256	0	67	31	0	1	45	39087258	1.000000e+00	1
FGF14	82526	937	-2	48017928	12544476	0	35	14	0	0	14	12544476	1.000000e+00	1
THY1	1054477	263	40	23738967	7289919	0	11	9	0	0	9	7289919	1.000000e+00	1
ZNF727	NaN	NaN	NaN	76201461	17882109	0	90	30	0	0	30	17882109	1.000000e+00	1
ARX	252498	NaN	11	78756048	27477387	0	17	11	0	4	59	112131831	1.000000e+00	1
B4GALNT2	868792	346	21	84882903	24839724	0	72	32	0	0	32	24839724	1.000000e+00	1
IL12RB1	1291557	226	34	105589596	30488892	0	42	26	0	11	147	199153941	1.000000e+00	1
RBPJL	1005559	233	36	76762224	23053590	0	63	25	0	3	77	64529283	1.000000e+00	1
FBXO32	535498	203	19	54684777	13852923	0	29	14	0	1	16	17072118	1.000000e+00	1
MAGEA12	NaN	NaN	NaN	45442572	13686771	0	65	29	0	0	29	13686771	1.000000e+00	1
MYBPC2	1038277	491	30	173275767	47041785	0	73	27	0	2	42	72317658	1.000000e+00	1
HLA-DMB	1276842	431	40	39211872	11381412	0	31	17	0	0	17	11381412	1.000000e+00	1
ALKBH8	234842	643	-2	101165799	25878174	0	13	8	0	0	8	25878174	1.000000e+00	1
SIGLEC6	328446	627	-26	68745390	19917471	0	88	35	0	0	35	19917471	1.000000e+00	1
EXOC3	787542	399	37	111986448	30447354	0	56	24	0	3	52	63885444	1.000000e+00	1
HMHA1	2387949	206	26	167543523	50468670	0	75	35	0	5	191	254191791	1.000000e+00	1
PPM1N	1107927	194	44	60603942	20955921	0	17	11	0	3	80	111446454	1.000000e+00	1
AHCY	962066	151	50	65152353	18027492	0	36	17	0	2	26	28411992	1.000000e+00	1
FUNDC2	NaN	NaN	NaN	28308147	8203755	0	17	11	0	0	11	8203755	1.000000e+00	1
GLIPR1L1	112974	692	-33	35930370	8930670	0	20	10	0	0	10	8930670	1.000000e+00	1
LYPD1	46944	848	8	21329763	5711475	0	12	8	0	0	8	5711475	1.000000e+00	1
NKX1-2	NaN	NaN	NaN	42804909	15639057	0	9	8	0	2	49	65609271	1.000000e+00	1
CACHD1	213591	581	-6	185820243	49450989	0	120	35	0	1	76	86855958	1.000000e+00	1
MTR	407246	773	-13	193525542	51091740	0	105	35	0	5	87	107562651	1.000000e+00	1
C11orf41	826778	524	19	267816255	83844453	0	114	48	0	0	48	83844453	1.000000e+00	1
TRHR	151352	616	18	58402428	16552893	0	95	37	0	0	37	16552893	1.000000e+00	1
SORBS2	157889	374	-1	219362178	60583173	0	118	44	0	1	103	133420056	1.000000e+00	1
EVI5L	836245	270	24	120979425	34538847	0	58	30	0	2	74	92380512	1.000000e+00	1
PHF11	422169	338	53	51964038	12336786	0	18	8	0	2	36	39232641	1.000000e+00	1
PKIA	46989	984	-2	11755254	3136119	0	13	8	0	0	8	3136119	1.000000e+00	1
NOS1	201056	259	13	214502232	60458559	0	304	94	0	0	94	60458559	1.000000e+00	1
FEZF2	213716	935	-3	66523107	20457465	0	42	24	0	1	27	25504332	1.000000e+00	1
SBNO2	2398425	234	17	207150006	62826225	0	110	45	0	1	53	74498403	1.000000e+00	1
LRRC37A	372453	231	22	248127243	73314570	0	27	18	0	1	18	82162164	1.000000e+00	1
HPSE2	147172	933	2	89909001	26293554	0	76	34	0	0	34	26293554	1.000000e+00	1
FABP12	186546	595	0	21558222	5420709	0	16	9	0	0	9	5420709	1.000000e+00	1
ZNF500	706891	195	33	69804609	21350532	0	42	22	0	0	22	21350532	1.000000e+00	1
ARHGAP32	195815	546	-11	307007358	88517478	0	112	43	0	1	53	109494168	1.000000e+00	1
CDHR3	337002	408	29	132630834	37467276	0	67	27	0	1	37	49284837	1.000000e+00	1
KLF16	2226995	214	26	34663461	13001394	0	6	9	0	0	9	13001394	1.000000e+00	1
OR5M1	NaN	NaN	NaN	45484110	13582926	0	48	22	0	0	22	13582926	1.000000e+00	1
CRB1	212549	428	-23	210680736	55058619	0	291	75	0	0	75	55058619	1.000000e+00	1
FGF20	176882	719	-38	30779658	9346050	0	15	17	0	1	160	119380212	1.000000e+00	1
MPEG1	542222	686	9	103035009	30987348	0	79	36	0	0	36	30987348	1.000000e+00	1
WIPF1	463489	400	39	70926135	25026645	0	62	35	0	0	35	25026645	1.000000e+00	1
TEPP	856192	158	9	44881809	12876780	0	22	12	0	0	12	12876780	1.000000e+00	1
NUDT11	118616	NaN	31	24112809	7040691	0	10	9	0	0	9	7040691	1.000000e+00	1
PDCD11	544182	147	48	278740749	79898343	0	126	48	0	1	57	101643486	1.000000e+00	1
ZNF419	455231	801	-28	77551446	19149018	0	67	25	0	0	25	19149018	1.000000e+00	1
ADD2	659649	592	24	121810185	31714263	0	111	39	0	1	42	37280355	1.000000e+00	1
FBRSL1	NaN	NaN	NaN	148436043	51070971	0	31	18	0	1	31	74249175	1.000000e+00	1
NLRP10	105341	679	6	96305853	26812779	0	139	54	0	2	100	54040938	1.000000e+00	1
PLB1	478034	172	32	228313617	60790863	0	155	61	0	2	72	82058319	1.000000e+00	1
NOX4	30048	1071	-25	89493621	22970514	0	74	34	0	1	51	36989589	1.000000e+00	1
MED16	2168802	198	28	128207037	39648021	0	80	36	0	0	36	39648021	1.000000e+00	1
THAP4	1213423	426	21	84571368	25213566	0	39	22	0	6	76	87229800	1.000000e+00	1
VPS26B	270368	601	18	50759436	13479081	0	22	12	0	1	26	27145083	1.000000e+00	1
RGSL1	NaN	NaN	NaN	166297383	40125708	0	53	20	0	1	33	63303912	1.000000e+00	1
ASGR1	1682013	348	15	45006423	11568333	0	15	6	0	5	113	122724021	1.000000e+00	1
HLA-E	2019724	424	30	53604789	15369060	0	36	20	0	1	27	21890526	1.000000e+00	1
MYO1H	438867	470	39	158072859	40624164	0	104	38	0	0	38	40624164	1.000000e+00	1
FKBP8	1394856	259	48	60583173	18795945	0	47	29	0	1	35	26210478	1.000000e+00	1
XYLT1	30248	996	-2	140336133	41974149	0	114	43	0	6	182	159734379	1.000000e+00	1
SRPK2	452775	468	34	109514937	27685077	0	53	23	0	0	23	27685077	1.000000e+00	1
HSPA1L	2509866	183	32	92546664	27705846	0	73	34	0	0	34	27705846	1.000000e+00	1
CNTNAP5	1260	1308	-14	197243193	52794798	0	366	113	0	2	221	99379665	1.000000e+00	1
